datetime_utc,source,observer,location,channel,ra_deg,dec_deg,mag_or_flux,velocity_info,cascade_level,notes
2025-11-19T20:41:00Z,NASA_live,Svetlana Romanova,"online stream",optical,,,,"Q&A about data access",19,"NASA answered about 3I/ATLAS campaign and mentioned citizen scientists."
